company;brand_name;query;argentina;bolivia;brazil;chile;colombia;ecuador;mexico;peru;;
P&G;MR. CLEAN;"(intext:""MR. CLEAN"" OR intext:""MR.CLEAN"" OR intext:""MR CLEAN"" OR intext:""MRCLEAN"") AND ((intext:""P&G"" OR intext:""PROCTER & GAMBLE"" OR intext:""cleaner"" OR intext:""cleaning"" OR intext:""limpio"" OR intext:""limpiador"" OR intext:""limpieza"")";Si;Si;Si;Si;Si;Si;Si;Si;;
P&G;MUM;"intext:""MUM"" AROUND(5)  (intext:""P&G"" OR intext:""PROCTER & GAMBLE"" OR intext:""desodorantes"" OR intext:""desodorante"")";No;No;No;No;No;No;Si;No;;
P&G;NATURELLA;"intext:""NATURELLA""";No;No;No;No;No;No;Si;No;;
P&G;NYQUIL;"intext:""NYQUIL""";No;No;No;No;No;No;Si;No;;
P&G;OLAY;"intext:""OLAY"" AND (intext:""P&G"" OR intext:""PROCTER & GAMBLE"" OR intext:""piel"" OR intext:""pele"" OR intext:""marca"" OR intext:""marcas"" OR intext:""crema"" OR intext:""creme"")";Si;Si;Si;Si;Si;Si;Si;Si;;
P&G;OLD SPICE;"intext:""OLD SPICE"" AND (intext:""P&G"" OR intext:""PROCTER & GAMBLE"" OR intext:""desodorantes"" OR intext:""desodorante"")";Si;Si;Si;Si;Si;Si;Si;Si;;
P&G;ORAL-B;"intext:""ORAL-B"" OR intext:""ORALB"" OR intext:""ORAL B""";Si;Si;Si;Si;Si;Si;Si;Si;;
P&G;PAMPERS;"intext:""PAMPERS"" AND (intext:""P&G"" OR intext:""PROCTER & GAMBLE"" OR intext:""pañales"" OR intext:""diapers"")";Si;Si;Si;Si;Si;Si;Si;Si;;
P&G;PANTENE;"intext:""PANTENE"" AND (intext:""P&G"" OR intext:""PROCTER & GAMBLE"" OR intext:""shampoo"" OR intext:""champu"" OR intext:""champú"" OR intext:""xampu"" OR intext:""pelo"" OR intext:""hair"" OR intext:""cabelo"" OR intext:""marca"" OR intext:""marcas"")";Si;Si;Si;Si;Si;Si;Si;Si;;
P&G;PAROGENCYL;"intext:""PAROGENCYL""";No;No;No;No;No;No;Si;No;;
P&G;PEPTO BISMOL;"intext:""PEPTO BISMOL"" OR intext:""PEPTOBISMOL"" OR intext:""PEPTO-BISMOL""";Si;Si;No;Si;Si;Si;Si;Si;;
P&G;PERCOGESIC;"intext:""PERCOGESIC"" OR intext:""PERCOGESICO""";No;No;No;No;No;No;Si;No;;
P&G;PERMA SHARP;"intext:""PERMA SHARP""";No;No;No;No;No;No;Si;No;;
P&G;PERT PLUS;"intext:""PERT PLUS""";No;No;No;No;No;No;Si;No;;
P&G;PUFFS;"intext:""PUFFS"" AND (intext:""P&G"" OR intext:""PROCTER & GAMBLE"") AND (intext:""tissues"" OR intext:""pañuelos"" OR intext:""papel"" OR intext:""lenços"")";Si;Si;Si;Si;Si;Si;Si;Si;;
P&G;RINDEX;"intext:""RINDEX""";No;No;No;No;No;No;Si;No;;
P&G;SK-II;"intext:""SK-II"" OR intext:""SK II"" OR intext:""SKII""";No;No;No;No;No;No;Si;No;;
P&G;SNOWBERRY;"intext:""SNOWBERRY"" AND (intext:""P&G"" OR intext:""PROCTER & GAMBLE"")";Si;Si;No;Si;Si;Si;Si;Si;;
P&G;SWIFFER;"intext:""SWIFFER""";Si;Si;Si;Si;Si;Si;Si;Si;;
P&G;TAMPAX;"intext:""TAMPAX""";Si;Si;Si;Si;Si;Si;Si;Si;;
P&G;THE ART OF SHAVING;"intext:""THE ART OF SHAVING"" AND (intext:""P&G"" OR intext:""PROCTER & GAMBLE"")";Si;Si;No;Si;Si;Si;Si;Si;;
P&G;THERMA CARE;"intext:""THERMA CARE"" OR intext:""THERMACARE"" OR intext:""THERMA-CARE""";No;No;No;No;No;No;Si;No;;
P&G;TIDE;"intext:""TIDE"" AND (intext:""P&G"" OR intext:""PROCTER & GAMBLE"" OR intext:""detergent"" OR intext:""detergente"")";Si;Si;No;Si;Si;Si;Si;Si;;
P&G;ULTRADOL;"intext:""ULTRADOL"" AND (intext:""P&G"" OR intext:""PROCTER & GAMBLE"")";No;No;No;No;No;No;Si;No;;
P&G;VICK;"intext:""VICK"" AND (intext:""P&G"" OR intext:""PROCTER & GAMBLE"")";No;No;Si;No;No;No;No;No;;
P&G;VICKS;"intext:""VICKS"" AND (intext:""P&G"" OR intext:""PROCTER & GAMBLE"")";Si;Si;No;Si;Si;Si;Si;Si;;
P&G;VIDAL SASSOON;"intext:""VIDAL SASSOON"" AND (intext:""P&G"" OR intext:""PROCTER & GAMBLE"")";No;No;No;No;No;No;Si;No;;
P&G;WELLA;"intext:""WELLA"" AND (intext:""P&G"" OR intext:""PROCTER & GAMBLE"" OR intext:""shampoo"" OR intext:""champu"" OR intext:""champú"" OR intext:""xampu"" OR intext:""pelo"" OR intext:""hair"" OR intext:""cabelo"" OR intext:""marca"" OR intext:""marcas"")";No;No;No;No;No;No;Si;No;;
P&G;WELLATON;"intext:""WELLATON"" AND (intext:""P&G"" OR intext:""PROCTER & GAMBLE"")";No;No;No;No;No;No;Si;No;;
P&G;ZEST;"intext:""ZEST"" AND (intext:""P&G"" OR intext:""PROCTER & GAMBLE"")";No;No;No;No;No;No;Si;No;;
P&G;ZIAC;"intext:""ZIAC""";No;No;No;No;No;No;Si;No;;
PEPSICO;PEPSICO;"intext:""PEPSICO""";Si;No;Si;Si;Si;Si;Si;Si;;
PEPSICO;3D ARGENTINA;"intext:""3D ARGENTINA"" AND intext:""PEPSICO""";Si;No;No;No;No;No;No;No;;
PEPSICO;7UP;"intext:""7UP"" OR intext:""7 UP""";Si;No;No;Si;Si;No;No;Si;;
PEPSICO;ADRENALINE RED;"(intext:""ADRENALINE RED"" OR intext:""ADRENALINERED"") AND intext:""bebida""";No;No;Si;No;No;No;No;No;;
PEPSICO;BACONZITOS;"intext:""BACONZITOS""";No;No;Si;No;No;No;No;No;;
PEPSICO;BUN;"intext:""BUN"" AROUND(3) (intext:""papas fritas"" OR intext:""patatas fritas"")";Si;No;No;No;No;No;No;No;;
PEPSICO;CABRITAS EVERCRISP;"intext:""CABRITAS"" AND intext:""EVERCRISP""";No;No;No;Si;No;No;No;No;;
PEPSICO;CEBOLITOS;"intext:""CEBOLITOS""";No;No;Si;No;No;No;No;No;;
PEPSICO;CHEESE TRIS;"intext:""CHEESE TRIS""";No;No;No;No;Si;No;No;No;;
PEPSICO;CHEETOS;"intext:""CHEETOS""";Si;No;Si;Si;Si;Si;Si;No;;
PEPSICO;CHEEZELS;"intext:""CHEEZELS""";No;No;No;Si;No;No;No;No;;
PEPSICO;CHIS POP;"intext:""CHIS POP""";No;No;No;Si;No;No;No;No;;
PEPSICO;CHOKIS;"intext:""CHOKIS"" AND (intext:""galleta"" OR intext:""galletas"" OR intext:""galletitas"" OR intext:""chocolate"" OR intext:""chocolates"")";No;No;No;No;Si;No;Si;No;;
PEPSICO;CHOCLITOS;"intext:""CHOCLITOS"" AROUND(5) (intext:""limón"" OR intext:""picante"" OR intext:""papas"")";No;No;No;No;Si;No;No;No;;
PEPSICO;CRONCH;"intext:""CRONCH"" AND (intext:""PEPSICO"" OR intext:""papas"")";No;No;No;No;Si;No;No;No;;
PEPSICO;DE TODITO;"(intext:""DE TODITO"" OR intext:""DETODITO"") AND (intext:""PEPSICO"" OR intext:""papas"" OR intext:""patatas"")";Si;No;No;No;Si;No;No;No;;
PEPSICO;DORITOS;"intext:""DORITOS""";Si;No;Si;Si;Si;No;Si;Si;;
PEPSICO;ELMA CHIPS;"intext:""ELMA CHIPS""";No;No;Si;No;No;No;No;No;;
PEPSICO;EVERVESS;"intext:""EVERVESS""";No;No;No;No;No;No;Si;No;;
PEPSICO;FOFURA;"intext:""FOFURA"" AND (intext:""PEPSICO"" OR intext:""salgadinho"" OR intext:""snake"" OR intext:""snakes"")";No;No;Si;No;No;No;No;No;;
PEPSICO;FRITO LAY;"intext:""FRITO-LAY"" OR intext:""FRITOLAY"" OR intext:""FRITO LAY""";No;No;No;No;Si;No;No;No;;
PEPSICO;FRITO LAY JACK'S;"(intext:""JACKS"" OR intext:""JACK'S"") AND (intext:""PEPSICO"" OR intext:""FRITO LAY"") AND (intext:""papas"" OR intext:""patatas"" OR intext:""tortillitas"")";No;No;No;No;Si;No;No;No;;
PEPSICO;G-ACTIVE;"(intext:""G-ACTIVE"" OR intext:""GACTIVE"" AND intext:""G ACTIVE"") AND (intext:""PEPSICO"" OR intext:""gatorade"" OR intext:""bebida"" OR intext:""bebidas"")";No;No;No;No;No;No;No;Si;;
PEPSICO;GAMESA;"intext:""GAMESA"" AND intext:""PEPSICO"" -""siemens gamesa""";No;No;No;No;Si;No;No;No;;
PEPSICO;GATORADE;"intext:""GATORADE"" AND (intext:""PEPSICO"" OR intext:""bebida"" OR intext:""bebidas"")";Si;No;Si;Si;Si;Si;Si;Si;;
PEPSICO;H2OH!;"intext:""H2OH!""";Si;No;Si;No;Si;No;No;No;;
PEPSICO;KACANG;"intext:""KACANG"" AND (intext:""PEPSICO"" OR intext:""sabritas"" OR intext:""cacahuates"")";No;No;No;No;No;Si;No;No;;
PEPSICO;KEROCOCO;"intext:""KEROCOCO"" OR intext:""KERO COCO""";No;No;Si;No;No;No;No;No;;
PEPSICO;KES BUN;"intext:""KES BUN""";Si;No;No;No;No;No;No;No;;
PEPSICO;LAYS;"intext:""LAYS"" OR intext:""LAY'S""";Si;No;Si;Si;No;Si;No;Si;;
PEPSICO;LIFEWATER;"intext:""LIFEWATER"" AND (intext:""PEPSICO"" OR intext:""bebida"" OR intext:""bebidas"")";No;No;No;Si;No;No;No;No;;
PEPSICO;LIFEWTR;"intext:""LIFEWTR""";No;No;No;No;No;No;Si;No;;
PEPSICO;LIPTON;"intext:""LIPTON""";No;No;Si;Si;Si;No;No;No;;
PEPSICO;MAFER;"intext:""MAFER"" AND (intext:""PEPSICO"" OR intext:""snacks"" OR intext:""snack"" OR intext:""cacahuates"")";No;No;No;No;No;Si;No;No;;
PEPSICO;MANÍ MOTO;"intext:""MANÍ MOTO"" OR intext:""MANI MOTO"" OR intext:""MANÍMOTO"" OR intext:""MANIMOTO""";No;No;No;No;Si;No;No;No;;
PEPSICO;MARIAS;"intext:""MARIAS"" AND (intext:""gamesa"" OR intext:""pepsico"") AND (intext:""galleta"" OR intext:""galletas"" OR intext:""galletitas""";No;No;No;No;No;No;No;Si;;
PEPSICO;MIRINDA;"intext:""MIRINDA"" AND (intext:""PEPSICO"" OR intext:""soda"" OR intext:""refresco"" OR intext:""refrescos"" OR intext:""bebida"" OR intext:""bebidas"")";Si;No;No;Si;No;No;No;No;;
PEPSICO;MOUNTAIN DEW;"intext:""MOUNTAIN DEW"" OR intext:""MOUNTAINDEW"" OR intext:""MOUNTAIN-DEW""";No;No;No;No;No;Si;No;No;;
PEPSICO;NATUCHIPS;"intext:""NATUCHIPS"" AND (intext:""PEPSICO"" OR intext:""plátano"" OR intext:""platano"" OR intext:""platanito"" OR intext:""platanitos"" OR intext:""patatas"" OR intext:""papas"")";No;No;No;No;No;No;Si;No;;
PEPSICO;OCEAN SPRAY;"intext:""OCEAN SPRAY"" AND (intext:""PEPSICO"" OR intext:""jugo"" OR intext:""zumo"" OR intext:""jugos"" OR intext:""juice"" OR intext:""bebida"" OR intext:""bebidas"")";No;No;No;Si;Si;No;No;No;;
PEPSICO;PAKETAXO;"intext:""PAKETAXO""";No;No;No;No;No;No;Si;No;;
PEPSICO;PASO DE LOS TOROS;"intext:""PASO DE LOS TOROS"" (intext:""PEPSICO"" OR intext:""soda"" OR intext:""refresco"" OR intext:""refrescos"" OR intext:""bebida"" OR intext:""bebidas"" OR intext:""tonica"" OR intext:""tónica"")";Si;No;No;No;No;No;No;No;;
PEPSICO;PEHUAMAR;"intext:""PEHUAMAR""";Si;No;No;No;No;No;No;No;;
PEPSICO;PEPSI;"intext:""PEPSI""";Si;No;Si;Si;Si;Si;Si;Si;;
PEPSICO;PINGO D'OURO;"intext:""PINGO D'OURO""";No;No;Si;No;No;No;No;No;;
PEPSICO;QUAKER;"intext:""QUAKER"" AND intext:""PEPSICO""";Si;No;Si;Si;Si;Si;Si;Si;;
PEPSICO;RAMITAS EVERCRISP;"intext:""RAMITAS"" AND (intext:""PEPSICO"" OR intext:""EVERCRISP"")";No;No;No;Si;No;No;No;No;;
PEPSICO;RUFFLES;"intext:""RUFFLES"" AND (intext:""PEPSICO"" OR intext:""papas"" OR intext:""patatas"")";No;No;Si;No;No;Si;Si;No;;
PEPSICO;SABRITAS;"intext:""SABRITAS"" AND (intext:""PEPSICO"" OR intext:""papas"" OR intext:""patatas"")";No;No;No;No;Si;No;No;No;;
PEPSICO;SAN CARLOS;"intext:""SAN CARLOS"" AND intext:""PEPSICO""";No;No;No;No;No;No;Si;No;;
PEPSICO;SNACK MIX;"intext:""SNACK MIX"" AND (intext:""PEPSICO"" OR intext:""EVERCRISP"")";No;No;No;Si;No;No;No;No;;
PEPSICO;STIKSY;"intext:""STIKSY""";No;No;Si;No;No;No;No;No;;
PEPSICO;SUNBITES;"intext:""SUNBITES""";No;No;No;No;No;No;Si;No;;
PEPSICO;TAKITOS;"intext:""TAKITOS"" AND (intext:""PEPSICO"" OR intext:""papas"" OR intext:""patatas"")";No;No;No;No;No;No;Si;No;;
PEPSICO;TODDY;"intext:""TODDY"" AND intext:""PEPSICO""";Si;No;Si;Si;No;No;No;No;;
PEPSICO;TODDYNHO;"intext:""TODDYNHO"" -""jojo toddynho"" -""jojo todynho"" -""Jojô Toddynho""";No;No;Si;No;No;No;No;No;;
PEPSICO;TOSTITOS;"intext:""TOSTITOS"" AND intext:""PEPSICO"" AND (intext:""papas"" OR intext:""patatas"" OR intext:""tortilla"" OR intext:""tortillas"")";Si;No;No;Si;No;No;Si;No;;
PEPSICO;TRAGA TRAGA;"intext:""TRAGA TRAGA"" AND (intext:""PEPSICO"" OR intext:""EVERCRISP"")";No;No;No;Si;No;No;No;No;;
PEPSICO;TROPCOCO;"intext:""TROP COCO"" OR intext:""TROPCOCO"" OR intext:""TROP-COCO""";No;No;Si;No;No;No;No;No;;
PEPSICO;TROPICANA;"intext:""TROPICANA"" AND intext:""PEPSICO"" AND (intext:""jugo"" OR intext:""zumo"" OR intext:""jugos"" OR intext:""juice"" OR intext:""bebida"" OR intext:""bebidas"")";Si;No;No;Si;Si;No;No;Si;;
PEPSICO;TWISTOS;"intext:""TWISTOS""";Si;No;No;No;No;No;No;No;;
PETROBRAS;PETROBRAS;"intext:""PETROBRAS""";Si;Si;No;Si;No;No;No;No;;
PFIZER;PFIZER;"intext:""PFIZER""";Si;No;Si;Si;Si;Si;Si;Si;;
RENAULT;RENAULT;"intext:""RENAULT""";Si;No;Si;No;No;No;No;No;;
RENAULT;DACIA;"intext:""DACIA""";Si;No;Si;No;No;No;No;No;;
RENAULT;LADA;"intext:""LADA""";Si;No;Si;No;No;No;No;No;;
RENAULT;ALPINE AND MOBILIZE ;"intext:""ALPINE AND MOBILIZE """;Si;No;Si;No;No;No;No;No;;
REPSOL;REPSOL;"intext:""REPSOL""";No;Si;No;No;No;Si;Si;Si;;
RIPLEY;RIPLEY;"intext:""RIPLEY"" AND (intext:""cadena"" OR intext:""cadenas"" OR intext:""mall"" OR intext:""malls"" OR intext:""tienda"" OR  intext:""tiendas"")";No;No;No;No;No;No;No;Si;;
RIPLEY;MARQUIS;"intext:""MARQUIS"" AND intext:""RIPLEY""";No;No;No;No;No;No;No;Si;;
RIPLEY;INDEX;"intext:""INDEX"" AROUND(5) intext:""RIPLEY""";No;No;No;No;No;No;No;Si;;
RIPLEY;BARBADOS;"intext:""BARBADOS"" AND intext:""RIPLEY""";No;No;No;No;No;No;No;Si;;
RIPLEY;AZIZ;"intext:""AZIZ"" AROUND(5) intext:""RIPLEY""";No;No;No;No;No;No;No;Si;;
RIPLEY;TATIENNE;"intext:""TATIENNE"" AND intext:""RIPLEY""";No;No;No;No;No;No;No;Si;;
RIPLEY;NAVIGATA;"intext:""NAVIGATA"" AND intext:""RIPLEY""";No;No;No;No;No;No;No;Si;;
ROCHE;ROCHE;"intext:""ROCHE""";Si;No;Si;Si;Si;Si;Si;Si;;
SAMSUNG;SAMSUNG;"intext:""SAMSUNG""";Si;Si;Si;Si;Si;Si;Si;Si;;
SANOFI;SANOFI;"intext:""SANOFI""";No;No;No;No;Si;No;Si;No;;
SCHLUMBERGER;SCHLUMBERGER;"intext:""SCHLUMBERGER""";No;No;No;No;No;Si;No;Si;;
SCHNEIDER ELECTRIC;SCHNEIDER ELECTRIC;"intext:""SCHNEIDER ELECTRIC""";No;No;No;No;No;No;Si;No;;
SHELL;SHELL;"intext:""SHELL"" AND (intext:""company"" OR intext:""compañía"" OR intext:""empresa"" OR intext:""firm"" OR intext:""firma"" OR intext:""negocio"" OR intext:""combustible"" OR intext:""fuel"" OR intext:""gas"" OR intext:""aceites"" OR intext:""lubricantes"" OR intext:""petróleo"" OR intext:""energía"")";Si;No;No;Si;No;No;No;Si;;
SIEMENS;SIEMENS;"intext:""SIEMENS""";Si;No;Si;No;Si;No;No;Si;;
SODEXO;SODEXO;"intext:""SODEXO""";No;No;No;Si;No;No;No;Si;;
SONY;SONY;"intext:""SONY""";Si;Si;Si;Si;Si;Si;Si;Si;;
SONY;PLAYSTATION;"intext:""PLAYSTATION""";Si;Si;Si;Si;Si;Si;Si;Si;;
SOUTHERN COPPER;SOUTHERN COPPER;"intext:""SOUTHERN COPPER""";No;No;No;No;No;No;No;Si;;
STARBUCKS;STARBUCKS;"intext:""STARBUCKS""";Si;No;No;Si;No;No;No;Si;;
SUBARU;SUBARU;"intext:""SUBARU""";No;No;No;Si;No;No;No;Si;;
TEAM;TEAM;"intext:""TEAM FOODS"" ";No;No;No;No;Si;No;No;No;;
TEAM;OLIVETTO;"intext:""OLIVETTO"" AND (intext:""TEAM FOODS"" OR intext:""ALIANZA TEAM"")";No;No;No;No;Si;No;No;No;;
TEAM;OLIOSOYA;"intext:""OLIOSOYA""";No;No;No;No;Si;No;No;No;;
TEAM;LA SEVILLANA;"intext:""LA SEVILLANA""  AND (intext:""TEAM FOODS"" OR intext:""ALIANZA TEAM"")";No;No;No;No;Si;No;No;No;;
TEAM;CANOLI VITALE;"intext:""CANOLI VITALE"" AND (intext:""TEAM FOODS"" OR intext:""ALIANZA TEAM"")";No;No;No;No;Si;No;No;No;;
TEAM;EL ZAR;"intext:""EL ZAR"" AND (intext:""TEAM FOODS"" OR intext:""ALIANZA TEAM"")";No;No;No;No;Si;No;No;No;;
TEAM;S&S;"intext:""S&S"" AND (intext:""TEAM FOODS"" OR intext:""ALIANZA TEAM"")";No;No;No;No;Si;No;No;No;;
TEAM;MOLINO DEL SOL;"intext:""MOLINO DEL SOL"" AND (intext:""TEAM FOODS"" OR intext:""ALIANZA TEAM"")";No;No;No;No;Si;No;No;No;;
TEAM;GIRASOLI;"intext:""GIRASOLI"" AND (intext:""TEAM FOODS"" OR intext:""ALIANZA TEAM"")";No;No;No;No;Si;No;No;No;;
TEAM;ORO;"intext:""ORO"" AND (intext:""TEAM FOODS"" OR intext:""ALIANZA TEAM"") AND (intext:""jabon"" OR intext:""jabones"" OR intext:""jábon"")";No;No;No;No;Si;No;No;No;;
TEAM;ALIANZA TEAM;"intext:""ALIANZA TEAM""";No;No;No;No;Si;No;No;No;;
TEAM;GOURMET;"intext:""GOURMET"" AND (intext:""TEAM FOODS"" OR intext:""ALIANZA TEAM"")";No;No;No;No;Si;No;No;No;;
TEAM;LA BUENA;"intext:""LA BUENA"" AND (intext:""TEAM FOODS"" OR intext:""ALIANZA TEAM"")";No;No;No;No;Si;No;No;No;;
TEAM;CAMPI;"intext:""CAMPI"" AND (intext:""TEAM FOODS"" OR intext:""ALIANZA TEAM"")";No;No;No;No;Si;No;No;No;;
TEAM;JAPPI;"intext:""JAPPI"" AND (intext:""TEAM FOODS"" OR intext:""ALIANZA TEAM"")";No;No;No;No;Si;No;No;No;;
TEAM;LA GARZA;"intext:""LA GARZA"" AND (intext:""TEAM FOODS"" OR intext:""ALIANZA TEAM"")";No;No;No;No;Si;No;No;No;;
TEAM;SOY SABOR;"(intext:""SOY SABOR"" OR intext:""SOY SABOR"") AND (intext:""TEAM FOODS"" OR intext:""ALIANZA TEAM"")";No;No;No;No;Si;No;No;No;;
TEAM;FRY;"intext:""FRY"" AND (intext:""TEAM FOODS"" OR intext:""ALIANZA TEAM"")";No;No;No;No;Si;No;No;No;;
TEAM;MESTRE;"intext:""MESTRE"" AND (intext:""TEAM FOODS"" OR intext:""ALIANZA TEAM"")";No;No;No;No;Si;No;No;No;;
TEAM;DAGUSTO;"intext:""DAGUSTO"" AND (intext:""TEAM FOODS"" OR intext:""ALIANZA TEAM"")";No;No;No;No;Si;No;No;No;;
TEAM;HOJALDRINA;"intext:""HOJALDRINA"" AND (intext:""TEAM FOODS"" OR intext:""ALIANZA TEAM"")";No;No;No;No;Si;No;No;No;;
TEAM;5A;"intext:""5A"" AND (intext:""TEAM FOODS"" OR intext:""ALIANZA TEAM"")";No;No;No;No;Si;No;No;No;;
TEAM;ALIPAN;"intext:""ALIPAN"" AND (intext:""TEAM FOODS"" OR intext:""ALIANZA TEAM"")";No;No;No;No;Si;No;No;No;;
TEAM;NIEVE;"(intext:""NIEVE"" OR intext:""Shortening Nieve"") AND (intext:""TEAM FOODS"" OR intext:""ALIANZA TEAM"")";No;No;No;No;Si;No;No;No;;
TELEFONICA;TELEFONICA;"intext:""TELEFONICA""";Si;No;Si;Si;Si;Si;Si;Si;;
TELEFONICA;MOVISTAR;"intext:""MOVISTAR""";Si;No;Si;Si;Si;Si;Si;Si;;
TOTAL;TOTAL;"intext:""TOTALENERGIES""";No;Si;No;No;No;No;No;No;;
TOYOTA;TOYOTA;"intext:""TOYOTA""";Si;Si;Si;Si;Si;Si;Si;Si;;
TOYOTA;LEXUS;"intext:""LEXUS""";Si;Si;Si;Si;Si;Si;Si;Si;;
VOLKSWAGEN;VOLKSWAGEN;"intext:""VOLKSWAGEN""";Si;No;Si;No;No;No;No;No;;
VOLKSWAGEN;AUDI;"intext:""AUDI""";Si;No;Si;No;No;No;No;No;;
VOLVO;VOLVO;"intext:""VOLVO""";No;No;Si;No;No;No;No;Si;;
WALMART;WALMART;"intext:""WALMART""";Si;No;Si;Si;Si;No;Si;Si;;
WALMART;CHANGOMAS;"intext:""CHANGOMAS""";Si;No;No;No;No;No;No;No;;
WALMART;GRUPO BIG;"intext:""GRUPO BIG"" AND intext:""WALMART""";No;No;Si;No;No;No;No;No;;
WALMART;BIG BOMPREÇO;"intext:""BIG BOMPREÇO""";No;No;Si;No;No;No;No;No;;
WALMART;MAXXI ATACADO;"intext:""MAXXI ATACADO""";No;No;Si;No;No;No;No;No;;
WALMART;SAM’S CLUB;"intext:""SAM’S CLUB"" OR intext:""SAMSCLUB"" OR intext:""SAMS CLUB""";No;No;Si;No;No;No;No;No;;
WALMART;LIDER;"(intext:""SUPERMERCADOS LIDER"" OR intext:""SUPERMERCADO LIDER"") AND intext:""WALMART""";No;No;No;Si;No;No;No;No;;
WATTS;WATT'S;"intext:""WATT'S"" AND (intext:""alimento"" OR intext:""alimentos"" OR intext:""bebida"" OR intext:bebidas"" OR intext:""mermelada"") AND (intext:""company"" OR intext:""compañía"" OR intext:""empresa"" OR intext:""firm"" OR intext:""firma"")";No;No;No;Si;No;No;No;Si;;
WATTS;LONCOLECHE;"intext:""LONCOLECHE"" OR intext:""LONCO LECHE""";No;No;No;Si;No;No;No;Si;;
WATTS;CALO;"intext:""CALO"" AND (intext:""WATT'S"" OR intext:""WATTS"")";No;No;No;Si;No;No;No;Si;;
WATTS;CHEF;"(intext:""CHEF"" AROUND(3) (intext:""aceite"" OR intext:""pasta"" OR intext:""pastas""))  AND (intext:""WATT'S"" OR intext:""WATTS"")";No;No;No;Si;No;No;No;Si;;
WATTS;BELMONT;"intext:""BELMONT"" AND (intext:""WATT'S"" OR intext:""WATTS"") AND intext:""aceite""";No;No;No;Si;No;No;No;Si;;
WATTS;SUREÑA;"intext:""SUREÑA"" AND (intext:""WATT'S"" OR intext:""WATTS"") AND (intext:""margarina"" OR intext:""mantequilla"")";No;No;No;Si;No;No;No;Si;;
WATTS;YOGU YOGU;"intext:""YOGU YOGU"" AND (intext:""WATT'S"" OR intext:""WATTS"")";No;No;No;Si;No;No;No;Si;;
WATTS;WASIL;"intext:""WASIL"" AND (intext:""WATT'S"" OR intext:""crema"" OR intext:""sopa"")";No;No;No;Si;No;No;No;Si;;
WATTS;FRUTOS DEL MAIPO;"intext:""FRUTOS DEL MAIPO""";No;No;No;Si;No;No;No;Si;;
WATTS;SANTA CAROLINA;"intext:""SANTA CAROLINA"" AND (intext:""WATT'S"" OR intext:""WATTS"" OR intext:""viña"")";No;No;No;Si;No;No;No;Si;;
WATTS;LAS PARCELAS DE VALDIVIA;"intext:""LAS PARCELAS DE VALDIVIA""";No;No;No;Si;No;No;No;Si;;
WATTS;LA REINA;"intext:""LA REINA"" AND intext:""WATT'S"" AND intext:""aceite""";No;No;No;Si;No;No;No;Si;;
WATTS;D'AMPEZZO;"(intext:""DAMPEZZO"" OR intext:""D'AMPEZZO"") AND (intext:""salsa de tomate"" OR intext:""salsa tomate"")";No;No;No;Si;No;No;No;Si;;
WATTS;ASTRA;"intext:""ASTRA"" AROUND(5) (intext:""manteca"" OR intext:""reposteria"" OR intext:""repostería"") -zeneca";No;No;No;Si;No;No;No;Si;;
WATTS;PAMPERITA;"intext:""PAMPERITA""";No;No;No;Si;No;No;No;Si;;
WATTS;FRUGO;"intext:""FRUGO"" AND (intext:""jugo"" OR intext:""fresco"") AND intext:""WATT'S"" ";No;No;No;Si;No;No;No;Si;;
WATTS;MAZOLA;"intext:""MAZOLA"" AND intext:""aceite""";No;No;No;Si;No;No;No;Si;;
WATTS;REGIMEL;"intext:""REGIMEL""";No;No;No;Si;No;No;No;Si;;
WATTS;CRUCINA;"intext:""CRUCINA"" AROUND(5) (intext:""manteca"" OR intext:""mantequilla"")";No;No;No;Si;No;No;No;Si;;
WATTS;DANONE;"intext:""DANONE""";No;No;No;Si;No;No;No;Si;;
WATTS;CALAN;"(intext:""CALAN"" OR intext:""CALÁN"") AND (intext:""yogurt"" OR intext:""DANONE"" OR intext:""WATT'S"")";No;No;No;Si;No;No;No;Si;;
WATTS;PALMIN;"intext:""PALMIN"" AND (intext:""WATT'S"" OR intext:""manteca"")";No;No;No;Si;No;No;No;Si;;
WATTS;CRISTAL;"intext:""CRISTAL"" AND intext:""aceite"" AND intext:""WATT'S""";No;No;No;Si;No;No;No;Si;;
YAKULT;YAKULT;"intext:""YAKULT""";No;No;No;No;No;No;Si;No;;
YAKULT;SOFUL;"(intext:""SOFUL"" OR intext:""SOFÚL"") AND intext:""YAKULT""";No;No;No;No;No;No;Si;No;;
YPF;YPF;"intext:""YPF""";No;Si;No;No;No;No;No;No;;
ZURICH;ZURICH;"intext:""ZURICH"" AND (intext:""company"" OR intext:""compañía"" OR intext:""empresa"" OR intext:""firm"" OR intext:""firma"" OR intext:""aseguradora"" OR intext:""seguros"" OR intext:""seguro"")";Si;No;No;No;No;No;No;No;;
